epoch,train_loss,val_loss
93,0.5175752162933349,0.2634475628534953
94,0.5192869782447815,0.27431557575861615
95,0.5178966701030732,0.255100945631663
96,0.5164917469024658,0.24747353792190552
97,0.5190615892410279,0.2865244746208191
98,0.516358083486557,0.2676594654719035
99,0.5184661865234375,0.25298325220743817
100,0.5175126314163208,0.2540252208709717
101,0.5183923542499542,0.2696434060732524
102,0.5248755216598511,0.33242591222127277
103,0.5177849650382995,0.30198144912719727
104,0.5180141210556031,0.2863673170407613
105,0.5163816988468171,0.2550056576728821
106,0.5232747375965119,0.2652413249015808
107,0.5162523567676545,0.26075977087020874
108,0.5168136119842529,0.2885089914004008
109,0.5175193905830383,0.26508961121241253
110,0.5180799543857575,0.25176825126012164
111,0.5247963786125183,0.2677296002705892
112,0.5161880850791931,0.25796182950337726
113,0.5183010041713715,0.26757655541102093
114,0.5185539543628692,0.26997419198354083
115,0.5177990794181824,0.2715770403544108
116,0.5181785583496094,0.2636883457501729
117,0.5162437617778778,0.2583986123402913
118,0.5173480272293091,0.28800952434539795
119,0.5176026821136475,0.2993504802385966
120,0.5233785331249237,0.2837595542271932
121,0.517671549320221,0.26808234055836994
122,0.524191164970398,0.283377746740977
123,0.5171402394771576,0.25626814365386963
124,0.5181690573692321,0.27725287278493244
125,0.5172215580940247,0.27764739592870075
126,0.5237324118614197,0.2899010181427002
127,0.5182299375534057,0.30108992258707684
128,0.5182285308837891,0.27607349554697674
129,0.5184280872344971,0.29214948415756226
130,0.5234670817852021,0.30665820837020874
131,0.5181031942367553,0.27853214740753174
132,0.5245966613292694,0.28542351722717285
133,0.5160801827907562,0.2549396753311157
134,0.5180215775966645,0.25655325253804523
135,0.5161477327346802,0.268321414788564
136,0.5195091128349304,0.26686495542526245
137,0.5166758298873901,0.25967152913411456
138,0.5170980989933014,0.250446895758311
139,0.5181888341903687,0.2670924464861552
140,0.5183709621429443,0.26427485545476276
141,0.5180880963802338,0.2732118566830953
142,0.5186191380023957,0.3015371561050415
143,0.5173111081123352,0.28534891208012897
144,0.5180169701576233,0.2833098570505778
145,0.5221270680427551,0.2732928991317749
146,0.5160789608955383,0.2591050863265991
147,0.5177436709403992,0.26441142956415814
148,0.5173185765743256,0.26066406567891437
149,0.5178426504135132,0.28339680035909015
150,0.5178941905498504,0.27898991107940674
151,0.5168839275836945,0.27412380774815875
152,0.5238954842090606,0.2857739528020223
153,0.522277694940567,0.2710084716478984
154,0.5241537988185883,0.2968863248825073
155,0.5180043339729309,0.28703129291534424
156,0.5175540328025818,0.26559080680211383
157,0.5174603223800659,0.2591999371846517
158,0.518576693534851,0.29770714044570923
159,0.5168602764606476,0.28260918458302814
160,0.5229889869689941,0.3054279287656148
161,0.5171323776245117,0.26169602076212567
162,0.5171575725078583,0.2595883210500081
163,0.5171918511390686,0.24961390097935995
164,0.5219392299652099,0.2608497341473897
165,0.5172214508056641,0.2706777850786845
166,0.5172643065452576,0.2619064450263977
167,0.5240100085735321,0.2602877418200175
168,0.5244253575801849,0.28104164203008014
169,0.517607045173645,0.2654120723406474
170,0.5173939287662506,0.25144654512405396
171,0.5187056601047516,0.2674640417098999
172,0.5174828231334686,0.2642303705215454
173,0.523533308506012,0.2760388255119324
174,0.5186912477016449,0.2904701630274455
175,0.517243766784668,0.2709228793780009
176,0.5170028388500214,0.2717630863189697
177,0.5174771428108216,0.2538546721140544
178,0.5228350102901459,0.26581017176310223
179,0.5167977809906006,0.2512295643488566
180,0.5179623067378998,0.2582303086916606
181,0.5163148820400238,0.24918647607167563
182,0.5172272503376008,0.2620153029759725
183,0.5176490068435669,0.2850550214449565
184,0.5188095092773437,0.3032369017601013
185,0.5229805886745453,0.29718707005182904
186,0.5182518720626831,0.2782915035883586
187,0.5181113660335541,0.2839679718017578
188,0.5159605801105499,0.25502421458562213
189,0.5170684933662415,0.26310261090596515
190,0.5179478049278259,0.29449353615442914
191,0.5172387957572937,0.2594159046808879
192,0.5180580794811249,0.27442779143651325
193,0.5163901627063752,0.25346235434214276
194,0.5303539037704468,0.2821336587270101
195,0.5242363035678863,0.2669111291567485
196,0.5173123121261597,0.2598833640416463
197,0.5168835401535035,0.2501746416091919
198,0.5177387118339538,0.2619338234265645
199,0.5185381948947907,0.27253709236780804
200,0.5233272910118103,0.28504639863967896
